2.5%GOLDBONDS2028SR-III       ,SGBJUN28  ,GB,N,0007310.00,0007300.00,0007300.00,0007230.00,0007270.46,    ,              ,                  ,0000000.00,0000000.00,24-MAY-2024,        
2.5%GOLDBONDS2028SR-VIII      ,SGBN28VIII,GB,N,0007310.00,0007255.01,0007339.95,0007250.00,0007279.86,    ,              ,                  ,0000000.00,0000000.00,24-MAY-2024,        
2.5%GOLDBONDS2029SR-I         ,SGBMAY29I ,GB,N,0007320.36,0007278.00,0007290.00,0007220.00,0007273.91,    ,              ,                  ,0000000.00,0000000.00,24-MAY-2024,        
2.5%GOLDBONDS2029SR-II        ,SGBJUN29II,GB,N,0007317.00,0007285.00,0007295.00,0007250.00,0007288.23,    ,              ,                  ,0000000.00,0000000.00,24-MAY-2024,        
2.5%GOLDBONDS2029SR-III       ,SGBJU29III,GB,N,0007300.00,0007280.20,0007280.20,0007250.00,0007274.27,    ,              ,                  ,0000000.00,0000000.00,24-MAY-2024,        
2.5%GOLDBONDS2029SR-VI        ,SGBSEP29VI,GB,N,0007276.50,0007383.99,0007383.99,0007250.00,0007273.00,    ,              ,                  ,0000000.00,0000000.00,24-MAY-2024,        
2.5%GOLDBONDS2029SR-VII       ,SGBNV29VII,GB,N,0007300.54,0007260.00,0007268.90,0007225.00,0007268.00,    ,              ,                  ,0000000.00,0000000.00,24-MAY-2024,        
2.50% GOLDBONDS2024 TR-VI     ,SGBNOV24  ,GB,N,0007336.00,0007350.00,0007350.00,0007210.00,0007300.00,    ,              ,                  ,0000000.00,0000000.00,24-MAY-2024,        
2.50% GOLDBONDS2025SR-IV      ,SGBOCT25IV,GB,N,0007539.00,0007420.00,0007420.00,0007420.00,0007420.00,    ,              ,                  ,0000000.00,0000000.00,24-MAY-2024,        
2.50% GOLDBONDS2025SR-VI      ,SGBNOV25VI,GB,N,0007200.00,0007488.00,0007600.00,0007488.00,0007488.00,    ,              ,                  ,0000000.00,0000000.00,24-MAY-2024,        
