2.5%GOLDBONDS2028SR-III       ,SGBJUN28  ,GB,N,0007390.46,0007398.00,0007398.00,0007300.00,0007330.01,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.5%GOLDBONDS2028SR-VIII      ,SGBN28VIII,GB,N,0007360.00,0007295.00,0007400.00,0007294.01,0007398.85,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.5%GOLDBONDS2029SR-I         ,SGBMAY29I ,GB,N,0007317.41,0007318.00,0007455.00,0007300.00,0007325.84,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.5%GOLDBONDS2029SR-II        ,SGBJUN29II,GB,N,0007316.60,0007330.00,0007330.00,0007291.00,0007324.51,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.5%GOLDBONDS2029SR-III       ,SGBJU29III,GB,N,0007361.76,0007301.00,0007398.90,0007282.00,0007384.16,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.5%GOLDBONDS2029SR-VI        ,SGBSEP29VI,GB,N,0007318.00,0007280.00,0007350.00,0007280.00,0007317.77,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.5%GOLDBONDS2029SR-VII       ,SGBNV29VII,GB,N,0007302.32,0007302.32,0007379.00,0007280.00,0007323.11,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50% GOLDBONDS2024 TR-VI     ,SGBNOV24  ,GB,N,0007340.00,0007221.01,0007340.00,0007215.99,0007284.95,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50% GOLDBONDS2025SR-III     ,SGBOCT25  ,GB,N,0007301.00,0007301.00,0007400.00,0007201.00,0007305.00,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50% GOLDBONDS2025SR-IV      ,SGBOCT25IV,GB,N,0007344.00,0007343.00,0007344.00,0007343.00,0007343.33,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50% GOLDBONDS2025SR-V       ,SGBOCT25V ,GB,N,0007399.99,0007398.99,0007398.99,0007398.99,0007398.99,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50%GOLDBONDS 2025SR-IX      ,SGBNOV25IX,GB,N,0007315.95,0007315.95,0007315.95,0007315.95,0007315.95,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50%GOLDBONDS 2025TR-VII     ,SGBMAR25  ,GB,N,0007301.54,0007235.07,0007358.00,0007229.99,0007299.99,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50%GOLDBONDS2025SR-VIII     ,SGBNOV258 ,GB,N,0007390.00,0007300.00,0007300.00,0007300.00,0007300.00,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50%GOLDBONDS2026SR-I        ,SGBMAY26  ,GB,N,0007400.00,0007410.00,0007487.96,0007410.00,0007487.96,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50%GOLDBONDS2026SR-II       ,SGBOCT26  ,GB,N,0007329.51,0007329.51,0007329.51,0007329.51,0007329.51,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50%GOLDBONDS2026SR-IV       ,SGBDEC26  ,GB,N,0007415.87,0007389.00,0007389.00,0007348.00,0007348.00,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50%GOLDBONDS2027SR-I        ,SGBJUN27  ,GB,N,0007400.00,0007297.00,0007335.95,0007165.01,0007335.95,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50%GOLDBONDS2027SR-II       ,SGBJUL27  ,GB,N,0007355.00,0007257.00,0007340.00,0007257.00,0007329.00,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50%GOLDBONDS2027SR-III      ,SGBAUG27  ,GB,N,0007361.55,0007400.00,0007499.00,0007400.00,0007491.00,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50%GOLDBONDS2027SR-IV       ,SGBSEP27  ,GB,N,0007300.00,0007287.99,0007487.99,0007225.00,0007251.00,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50%GOLDBONDS2027SR-V        ,SGBJAN27  ,GB,N,0007350.00,0007300.00,0007300.00,0007242.00,0007300.00,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50%GOLDBONDS2027SR-V        ,SGBOCT27  ,GB,N,0007300.03,0007127.00,0007299.00,0007121.01,0007299.00,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50%GOLDBONDS2027SR-VI       ,SGBFEB27  ,GB,N,0007300.10,0007533.00,0007533.00,0007497.00,0007499.00,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50%GOLDBONDS2027SR-VI       ,SGBOCT27VI,GB,N,0007474.74,0007399.00,0007399.00,0007250.00,0007250.00,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50%GOLDBONDS2027SR-VII      ,SGBDC27VII,GB,N,0007300.00,0007303.00,0007303.00,0007303.00,0007303.00,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50%GOLDBONDS2028SR-I        ,SGBAPR28I ,GB,N,0007435.66,0007435.66,0007574.00,0007290.00,0007368.22,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
2.50%GOLDBONDS2028SR-II       ,SGBMAY28  ,GB,N,0007241.01,0007344.00,0007380.00,0007236.12,0007332.50,    ,              ,                  ,0000000.00,0000000.00,03-JUN-2024,        
