2.5%GOLDBONDS2028SR-III       ,SGBJUN28  ,GB,N,0007464.81,0007540.00,0007599.99,0007399.99,0007530.76,    ,              ,                  ,0000000.00,0000000.00,02-AUG-2024,        
2.5%GOLDBONDS2028SR-VIII      ,SGBN28VIII,GB,N,0007611.00,0007560.00,0007560.00,0007411.05,0007520.00,    ,              ,                  ,0000000.00,0000000.00,02-AUG-2024,        
2.5%GOLDBONDS2029SR-I         ,SGBMAY29I ,GB,N,0007532.89,0007430.00,0007645.00,0007430.00,0007494.87,    ,              ,                  ,0000000.00,0000000.00,02-AUG-2024,        
2.5%GOLDBONDS2029SR-II        ,SGBJUN29II,GB,N,0007574.23,0007500.00,0007698.00,0007405.00,0007500.00,    ,              ,                  ,0000000.00,0000000.00,02-AUG-2024,        
2.5%GOLDBONDS2029SR-III       ,SGBJU29III,GB,N,0007599.34,0007526.05,0007600.00,0007400.00,0007440.00,    ,              ,                  ,0000000.00,0000000.00,02-AUG-2024,        
2.5%GOLDBONDS2029SR-VI        ,SGBSEP29VI,GB,N,0007569.83,0007565.00,0007580.00,0007410.00,0007424.97,    ,              ,                  ,0000000.00,0000000.00,02-AUG-2024,        
2.5%GOLDBONDS2029SR-VII       ,SGBNV29VII,GB,N,0007544.17,0007535.00,0007559.00,0007385.00,0007494.99,    ,              ,                  ,0000000.00,0000000.00,02-AUG-2024,        
2.50% GOLDBONDS2024 TR-VI     ,SGBNOV24  ,GB,N,0007199.48,0007235.90,0007235.90,0007189.00,0007209.50,    ,              ,                  ,0000000.00,0000000.00,02-AUG-2024,        
2.50% GOLDBONDS2025SR-III     ,SGBOCT25  ,GB,N,0007572.00,0007506.00,0007506.00,0007501.00,0007502.00,    ,              ,                  ,0000000.00,0000000.00,02-AUG-2024,        
2.50% GOLDBONDS2025SR-VI      ,SGBNOV25VI,GB,N,0007500.00,0007699.94,0007699.94,0007501.00,0007501.00,    ,              ,                  ,0000000.00,0000000.00,02-AUG-2024,        
2.50%GOLDBONDS 2025 SR-X      ,SGBDEC25  ,GB,N,0007805.00,0007800.00,0007800.00,0007800.00,0007800.00,    ,              ,                  ,0000000.00,0000000.00,02-AUG-2024,        
2.50%GOLDBONDS 2025SR-IX      ,SGBNOV25IX,GB,N,0007400.00,0007400.00,0007400.00,0007400.00,0007400.00,    ,              ,                  ,0000000.00,0000000.00,02-AUG-2024,        
