2.5%GOLDBONDS2028SR-III       ,SGBJUN28  ,GB,N,0007085.76,0007090.00,0007090.00,0007040.07,0007056.28,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.5%GOLDBONDS2028SR-VIII      ,SGBN28VIII,GB,N,0007158.02,0007165.00,0007168.02,0007080.00,0007145.59,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.5%GOLDBONDS2029SR-I         ,SGBMAY29I ,GB,N,0007087.96,0007051.00,0007115.00,0007050.00,0007095.36,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.5%GOLDBONDS2029SR-II        ,SGBJUN29II,GB,N,0007090.00,0007090.00,0007090.00,0007060.00,0007085.00,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.5%GOLDBONDS2029SR-III       ,SGBJU29III,GB,N,0007078.99,0007015.00,0007088.00,0007015.00,0007061.00,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.5%GOLDBONDS2029SR-VI        ,SGBSEP29VI,GB,N,0007071.83,0007096.89,0007096.90,0007025.00,0007063.90,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.5%GOLDBONDS2029SR-VII       ,SGBNV29VII,GB,N,0007100.00,0007100.00,0007114.99,0007080.50,0007094.19,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.50% GOLDBONDS2024 TR-VI     ,SGBNOV24  ,GB,N,0007167.71,0007160.00,0007189.00,0007101.01,0007149.00,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.50%GOLDBONDS 2025SR-IX      ,SGBNOV25IX,GB,N,0007138.99,0007130.99,0007139.99,0007130.99,0007139.99,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.50%GOLDBONDS 2025TR-VII     ,SGBMAR25  ,GB,N,0007200.00,0007200.02,0007466.00,0007200.00,0007466.00,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.50%GOLDBONDS2025 SR-XII     ,SGBDEC2512,GB,N,0007278.00,0007149.00,0007149.00,0007149.00,0007149.00,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.50%GOLDBONDS2025SR-VIII     ,SGBNOV258 ,GB,N,0007300.00,0007015.35,0007200.00,0007015.35,0007200.00,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.50%GOLDBONDS2025SR-XIII     ,SGBDEC2513,GB,N,0007024.00,0007150.00,0007150.00,0007150.00,0007150.00,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.50%GOLDBONDS2026SR-I        ,SGBMAY26  ,GB,N,0007193.00,0007193.00,0007193.00,0007051.01,0007069.40,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.50%GOLDBONDS2026SR-XIV      ,SGBJAN26  ,GB,N,0007071.66,0007248.45,0007248.80,0007015.55,0007075.00,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.50%GOLDBONDS2027SR-I        ,SGBJUN27  ,GB,N,0007200.00,0007200.00,0007440.00,0007200.00,0007355.00,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.50%GOLDBONDS2027SR-II       ,SGBJUL27  ,GB,N,0007134.80,0007150.00,0007150.00,0007055.00,0007100.00,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.50%GOLDBONDS2027SR-III      ,SGBAUG27  ,GB,N,0007320.00,0007318.00,0007318.00,0007171.00,0007171.00,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.50%GOLDBONDS2027SR-IV       ,SGBSEP27  ,GB,N,0007051.00,0007058.00,0007058.00,0007058.00,0007058.00,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.50%GOLDBONDS2027SR-V        ,SGBOCT27  ,GB,N,0007051.40,0007100.00,0007100.00,0007050.00,0007100.00,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.50%GOLDBONDS2027SR-VI       ,SGBFEB27  ,GB,N,0007400.00,0006925.00,0006925.00,0006925.00,0006925.00,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.50%GOLDBONDS2027SR-VI       ,SGBOCT27VI,GB,N,0007035.01,0007055.01,0007101.01,0007055.01,0007075.77,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.50%GOLDBONDS2027SR-VII      ,SGBDC27VII,GB,N,0007082.00,0007068.00,0007068.00,0007068.00,0007068.00,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.50%GOLDBONDS2028SR-I        ,SGBAPR28I ,GB,N,0007166.80,0007105.00,0007225.00,0007105.00,0007225.00,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.50%GOLDBONDS2028SR-II       ,SGBMAY28  ,GB,N,0007101.33,0007100.00,0007100.00,0007072.00,0007090.00,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
2.50%GOLDBONDS2028SR-IV       ,SGBJUL28IV,GB,N,0007062.25,0007020.01,0007090.10,0007020.01,0007084.36,    ,              ,                  ,0000000.00,0000000.00,25-APR-2024,        
