Confirmed list of securities to be auctioned in A 2024097 to be held on May 27 2024.

Sr No,Symbol,Series,Total Qty
1,AADHARHFC,EQ,89
2,AAKASH,EQ,2064
3,ACE,EQ,73
4,ADANIENT,EQ,5
5,ADANIPORTS,EQ,6
6,AEGISCHEM,EQ,65
7,AGARIND,EQ,50
8,AGROPHOS,EQ,232
9,AKI,EQ,3140
10,ALKEM,EQ,81
11,ALKYLAMINE,EQ,25
12,ALOKINDS,EQ,1000
13,AMBUJACEM,EQ,452
14,AMJLAND,EQ,500
15,APEX,EQ,175
16,APOLLOHOSP,EQ,125
17,APS,SM,500
18,ARE&M,EQ,375
19,ASAHIINDIA,EQ,76
20,ASHOKLEY,EQ,1360
21,ASIANPAINT,EQ,118
22,ASTRAL,EQ,10
23,ASTRAZEN,EQ,200
24,ATGL,EQ,131
25,AUBANK,EQ,11459
26,AUROPHARMA,EQ,10
27,AURUMPP1,E1,124
28,AUSOMENT,EQ,428
29,AXISBANK,EQ,1
30,AXISBNKETF,EQ,250
31,AXISCADES,EQ,1
32,AZAD,EQ,3
33,BAHETI,SM,3750
34,BAJAJFINSV,EQ,36719
35,BAJAJHIND,EQ,9000
36,BAJEL,EQ,519
37,BALKRISHNA,EQ,249
38,BALKRISIND,EQ,17
39,BALRAMCHIN,EQ,376
40,BANDHANBNK,EQ,5750
41,BANKBARODA,EQ,100
42,BANKETF,EQ,8
43,BANKETFADD,EQ,550
44,BANKINDIA,EQ,2515
45,BASF,EQ,16
46,BATAINDIA,EQ,1
47,BBOX,EQ,31
48,BDL,EQ,70
49,BEDMUTHA,EQ,15
50,BEL,EQ,28
51,BERGEPAINT,EQ,2640
52,BFSI,EQ,984
53,BFUTILITIE,EQ,12137
54,BHARATFORG,EQ,30461
55,BHARATWIRE,EQ,122
56,BHARTIARTL,EQ,13
57,BHARTIHEXA,EQ,54
58,BHEL,EQ,9
59,BIKAJI,EQ,5
60,BIOCON,EQ,100
61,BIRLACABLE,EQ,489
62,BOMDYEING,EQ,126
63,BOSCHLTD,EQ,1
64,BRIGADE,EQ,25
65,BSLSENETFG,EQ,137
66,BUTTERFLY,EQ,68
67,CANFINHOME,EQ,20
68,CAPACITE,EQ,300
69,CDSL,EQ,2
70,CESC,EQ,60
71,CGCL,EQ,5
72,CGPOWER,EQ,1
73,CHAMBLFERT,EQ,75
74,CHEVIOT,EQ,16
75,CIEINDIA,EQ,50
76,CIPLA,EQ,1950
77,COCHINSHIP,EQ,170
78,COFFEEDAY,EQ,200
79,COFORGE,EQ,1
80,COLPAL,EQ,1264
81,CREST,EQ,2
82,CROMPTON,EQ,3222
83,CUB,EQ,5
84,CUMMINSIND,EQ,493
85,DALBHARAT,EQ,15
86,DANGEE,EQ,3
87,DBCORP,EQ,9726
88,DCMNVL,EQ,75
89,DCW,EQ,10
90,DEEPAKNTR,EQ,133
91,DEN,EQ,10112
92,DIAMINESQ,EQ,1
93,DIVISLAB,EQ,10
94,DLF,EQ,3
95,DMART,EQ,2142
96,DNAMEDIA,EQ,4198
97,DOLATALGO,EQ,10
98,DRCSYSTEMS,EQ,2162
99,DREDGECORP,EQ,954
100,DRREDDY,EQ,783
101,DYCL,EQ,100
102,EASEMYTRIP,EQ,867653
103,EBBETF0433,EQ,2
104,EICHERMOT,EQ,24
105,ELECTCAST,EQ,60
106,ELGIEQUIP,EQ,147
107,ELGIRUBCO,EQ,500
108,EMAMILTD,EQ,342
109,EMUDHRA,EQ,1
110,ESILVER,EQ,15
111,ESSARSHPNG,EQ,20751
112,EXIDEIND,EQ,1
113,FAZE3Q,EQ,1
114,FEDERALBNK,EQ,12
115,FEDFINA,EQ,10
116,FIBERWEB,EQ,10033
117,FILATEX,EQ,1
118,GAEL,EQ,10
119,GAIL,EQ,600
120,GANDHAR,EQ,18
121,GEECEE,EQ,364
122,GENSOL,EQ,30
123,GENUSPOWER,EQ,25
124,GEOJITFSL,EQ,1
125,GEPIL,EQ,186
126,GICRE,EQ,1238
127,GMMPFAUDLR,EQ,10210
128,GMRINFRA,EQ,10
129,GNA,EQ,186
130,GNFC,EQ,172
131,GODIGIT,EQ,7237
132,GODREJCP,EQ,1
133,GOKEX,EQ,176
134,GPPL,EQ,350
135,GRPLTD,EQ,2
136,GRSE,EQ,1228
137,GSEC5IETF,EQ,6
138,GSFC,EQ,396
139,GSLSU,EQ,335
140,GTPL,EQ,230
141,GUJGASLTD,EQ,282
142,GVKPIL,EQ,37
143,GVPTECH,EQ,10321
144,HAL,EQ,19
145,HBSL,EQ,620
146,HCC,EQ,25
147,HDFCBANK,EQ,131
148,HDFCSML250,EQ,30
149,HEROMOTOCO,EQ,1
150,HFCL,EQ,110
151,HINDALCO,EQ,80
152,HINDCOPPER,EQ,40
153,HINDMOTORS,EQ,7697
154,HINDPETRO,EQ,2
155,HINDZINC,EQ,131
156,HIRECT,EQ,13
157,HITECHCORP,EQ,2
158,HUDCO,EQ,14
159,HYBRIDFIN,EQ,1826
160,IBREALEST,EQ,1726
161,IDEA,EQ,24173
162,IDFC,EQ,1
163,IEL,EQ,5
164,IFCI,EQ,153
165,IGL,EQ,1
166,IIFL,EQ,168
167,IITL,EQ,14
168,INDGN,EQ,33
169,INDIGO,EQ,144
170,INFY,EQ,123816
171,INOXWIND,EQ,255
172,INTELLECT,EQ,2
173,IOC,EQ,200
174,IRFC,EQ,300
175,IRMENERGY,EQ,29
176,ITC,EQ,40
177,JALAN,SM,12000
178,JAYBARMARU,EQ,115
179,JCHAC,EQ,45868
180,JINDALSTEL,EQ,7
181,JIOFIN,EQ,1964
182,JPASSOCIAT,EQ,4100
183,JPOLYINVST,EQ,4
184,JPPOWER,EQ,15507
185,JTLIND,EQ,44
186,JUBLFOOD,EQ,166
187,KECL,EQ,500
188,KERNEX,EQ,8
189,KHAICHEM,EQ,200
190,KKCL,EQ,1
191,KODYTECH,SM,100
192,KPIGREEN,EQ,12
193,KPITTECH,EQ,80
194,KRISHANA,EQ,100
195,LAL,EQ,824
196,LAOPALA,EQ,326
197,LICHSGFIN,EQ,52
198,LICI,EQ,100
199,LIQUIDBEES,EQ,1663
200,LIQUIDIETF,EQ,25
201,LT,EQ,1
202,LUMAXIND,EQ,2
203,M&M,EQ,3740
204,M&MFIN,EQ,196
205,MADRASFERT,EQ,32
206,MAHABANK,EQ,50
207,MAHSCOOTER,EQ,1
208,MANALIPETC,EQ,2000
209,MANAPPURAM,EQ,4181
210,MANGALAM,EQ,2728
211,MARICO,EQ,439
212,MARINE,EQ,49
213,MAXESTATES,EQ,300
214,MAXHEALTH,EQ,60205
215,MAZDOCK,EQ,26
216,MCX,EQ,75
217,MEDPLUS,EQ,2199
218,MGL,EQ,67
219,MHLXMIRU,EQ,328
220,MHRIL,EQ,1
221,MICEL,EQ,8508
222,MIDHANI,EQ,2
223,MMTC,EQ,208
224,MOHITIND,EQ,100
225,MONTECARLO,EQ,30
226,MOREPENLAB,EQ,10
227,MOTHERSON,EQ,421435
228,MOTILALOFS,EQ,206
229,MOTISONS,EQ,1000
230,MPHASIS,EQ,90
231,MSUMI,EQ,30
