2.5%GOLDBONDS2028SR-III       ,SGBJUN28  ,GB,N,0007300.00,0007380.00,0007380.00,0007350.00,0007350.00,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.5%GOLDBONDS2028SR-VIII      ,SGBN28VIII,GB,N,0007340.33,0007331.02,0007354.00,0007331.00,0007350.00,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.5%GOLDBONDS2029SR-I         ,SGBMAY29I ,GB,N,0007288.90,0007274.00,0007300.00,0007216.00,0007254.96,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.5%GOLDBONDS2029SR-II        ,SGBJUN29II,GB,N,0007285.00,0007212.00,0007324.99,0007212.00,0007270.73,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.5%GOLDBONDS2029SR-III       ,SGBJU29III,GB,N,0007286.25,0007213.00,0007299.00,0007213.00,0007258.37,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.5%GOLDBONDS2029SR-VI        ,SGBSEP29VI,GB,N,0007265.10,0007280.00,0007330.00,0007225.00,0007268.00,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.5%GOLDBONDS2029SR-VII       ,SGBNV29VII,GB,N,0007438.01,0007275.00,0007375.00,0007275.00,0007321.21,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.50% GOLDBONDS2024 TR-VI     ,SGBNOV24  ,GB,N,0007289.99,0007250.00,0007279.99,0007250.00,0007250.00,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.50% GOLDBONDS2025SR-III     ,SGBOCT25  ,GB,N,0007300.00,0007290.00,0007290.00,0007182.00,0007182.00,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.50% GOLDBONDS2025SR-V       ,SGBOCT25V ,GB,N,0007398.99,0007398.99,0007398.99,0007398.99,0007398.99,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.50% GOLDBONDS2025SR-VII     ,SGBNOV25  ,GB,N,0007300.00,0007300.00,0007497.00,0007300.00,0007497.00,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.50%GOLDBONDS 2025SR-IX      ,SGBNOV25IX,GB,N,0007395.00,0007225.00,0007260.00,0007225.00,0007260.00,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.50%GOLDBONDS 2025TR-VII     ,SGBMAR25  ,GB,N,0007274.16,0007300.00,0007318.99,0007265.00,0007266.58,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.50%GOLDBONDS2025SR-VIII     ,SGBNOV258 ,GB,N,0007497.00,0007285.00,0007449.00,0007285.00,0007449.00,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.50%GOLDBONDS2026SR-I        ,SGBMAY26  ,GB,N,0007281.78,0007281.78,0007281.78,0007281.00,0007281.42,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.50%GOLDBONDS2026SR-III      ,SGBNOV26  ,GB,N,0007373.33,0007373.33,0007373.33,0007315.00,0007315.00,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.50%GOLDBONDS2026SR-XIV      ,SGBJAN26  ,GB,N,0007367.69,0007300.00,0007300.00,0007300.00,0007300.00,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.50%GOLDBONDS2027SR-II       ,SGBJUL27  ,GB,N,0007300.00,0007400.00,0007400.00,0007152.00,0007300.00,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.50%GOLDBONDS2027SR-III      ,SGBAUG27  ,GB,N,0007362.00,0007361.00,0007362.00,0007253.00,0007301.00,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.50%GOLDBONDS2027SR-V        ,SGBOCT27  ,GB,N,0007310.01,0007310.01,0007310.01,0007171.00,0007295.00,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
2.50%GOLDBONDS2027SR-VI       ,SGBFEB27  ,GB,N,0007300.00,0007300.00,0007300.00,0007300.00,0007300.00,    ,              ,                  ,0000000.00,0000000.00,11-JUN-2024,        
