2.5%GOLDBONDS2028SR-III       ,SGBJUN28  ,GB,N,0007898.20,0007821.00,0007999.99,0007821.00,0007898.11,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.5%GOLDBONDS2028SR-VIII      ,SGBN28VIII,GB,N,0007899.99,0008000.00,0008000.00,0007800.00,0007871.89,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.5%GOLDBONDS2029SR-I         ,SGBMAY29I ,GB,N,0007893.37,0007913.00,0007998.00,0007859.05,0007898.01,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.5%GOLDBONDS2029SR-II        ,SGBJUN29II,GB,N,0007839.45,0007831.00,0007900.00,0007820.00,0007879.00,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.5%GOLDBONDS2029SR-III       ,SGBJU29III,GB,N,0007910.00,0007910.00,0007910.00,0007821.50,0007905.98,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.5%GOLDBONDS2029SR-VI        ,SGBSEP29VI,GB,N,0007895.37,0007840.05,0007988.00,0007840.00,0007951.92,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.5%GOLDBONDS2029SR-VII       ,SGBNV29VII,GB,N,0007861.80,0007861.80,0007910.00,0007760.00,0007901.29,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50% GOLDBONDS2024 TR-VI     ,SGBNOV24  ,GB,N,0007516.99,0007500.00,0007539.00,0007470.00,0007519.03,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50% GOLDBONDS2025SR-III     ,SGBOCT25  ,GB,N,0007750.00,0007750.00,0007850.00,0007550.00,0007850.00,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50% GOLDBONDS2025SR-IV      ,SGBOCT25IV,GB,N,0007998.99,0007650.00,0007650.00,0007650.00,0007650.00,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50% GOLDBONDS2025SR-VI      ,SGBNOV25VI,GB,N,0007777.00,0007777.00,0007777.00,0007777.00,0007777.00,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS 2025 SR-XI     ,SGBDEC25XI,GB,N,0007600.00,0007600.00,0007600.00,0007600.00,0007600.00,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS 2025TR-VII     ,SGBMAR25  ,GB,N,0007815.66,0007816.00,0008050.00,0007810.00,0007988.00,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS2025SR-XIII     ,SGBDEC2513,GB,N,0007720.00,0008030.00,0008030.00,0008030.00,0008030.00,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS2026SR-I        ,SGBMAY26  ,GB,N,0007500.50,0007850.00,0007999.99,0007850.00,0007990.00,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS2026SR-II       ,SGBOCT26  ,GB,N,0007850.00,0007650.00,0007650.00,0007610.00,0007610.00,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS2026SR-III      ,SGBNOV26  ,GB,N,0007983.00,0007550.00,0007550.00,0007550.00,0007550.00,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS2026SR-IV       ,SGBDEC26  ,GB,N,0007505.05,0007515.15,0007530.00,0007515.10,0007530.00,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS2026SR-XIV      ,SGBJAN26  ,GB,N,0007725.00,0008000.00,0008000.00,0008000.00,0008000.00,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS2027SR-I        ,SGBJUN27  ,GB,N,0007800.00,0007800.00,0007800.00,0007561.01,0007700.00,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS2027SR-II       ,SGBJUL27  ,GB,N,0007889.99,0007889.99,0007889.99,0007600.00,0007700.00,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS2027SR-III      ,SGBAUG27  ,GB,N,0007900.00,0007900.00,0008200.00,0007900.00,0008093.84,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS2027SR-IV       ,SGBSEP27  ,GB,N,0008000.00,0007701.01,0007736.00,0007701.01,0007736.00,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS2027SR-V        ,SGBJAN27  ,GB,N,0007998.99,0007700.00,0007920.00,0007700.00,0007750.00,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS2027SR-V        ,SGBOCT27  ,GB,N,0007902.45,0007903.00,0007903.00,0007903.00,0007903.00,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS2027SR-VI       ,SGBFEB27  ,GB,N,0007850.00,0007760.00,0007900.00,0007760.00,0007899.33,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS2027SR-VI       ,SGBOCT27VI,GB,N,0007723.09,0007716.00,0007904.00,0007716.00,0007902.40,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS2027SR-VII      ,SGBDC27VII,GB,N,0007784.00,0007825.00,0007825.00,0007825.00,0007825.00,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS2028SR-I        ,SGBAPR28I ,GB,N,0007968.00,0007970.00,0008049.00,0007912.10,0007955.00,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS2028SR-II       ,SGBMAY28  ,GB,N,0007935.50,0007751.15,0007931.50,0007751.15,0007931.50,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
2.50%GOLDBONDS2028SR-IV       ,SGBJUL28IV,GB,N,0007907.07,0007900.00,0007906.99,0007830.00,0007899.50,    ,              ,                  ,0000000.00,0000000.00,22-JUL-2024,        
