2.5%GOLDBONDS2028SR-III       ,SGBJUN28  ,GB,N,0007011.30,0007040.00,0007179.00,0007015.00,0007177.50,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.5%GOLDBONDS2028SR-VIII      ,SGBN28VIII,GB,N,0007070.52,0007070.52,0007159.00,0007070.52,0007155.63,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.5%GOLDBONDS2029SR-I         ,SGBMAY29I ,GB,N,0007031.13,0007031.13,0007150.00,0007031.13,0007149.19,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.5%GOLDBONDS2029SR-II        ,SGBJUN29II,GB,N,0007023.73,0007025.01,0007145.00,0007025.01,0007133.09,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.5%GOLDBONDS2029SR-III       ,SGBJU29III,GB,N,0007023.00,0007100.00,0007199.00,0007100.00,0007151.25,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.5%GOLDBONDS2029SR-VI        ,SGBSEP29VI,GB,N,0007014.10,0007014.10,0007139.00,0007005.00,0007134.76,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.5%GOLDBONDS2029SR-VII       ,SGBNV29VII,GB,N,0007048.00,0007135.00,0007165.00,0007105.10,0007141.74,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.50% GOLDBONDS2024 TR-VI     ,SGBNOV24  ,GB,N,0007147.85,0007147.85,0007249.00,0007147.85,0007234.08,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.50% GOLDBONDS2025SR-III     ,SGBOCT25  ,GB,N,0007150.00,0007171.00,0007199.00,0007151.00,0007199.00,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.50% GOLDBONDS2025SR-V       ,SGBOCT25V ,GB,N,0006951.10,0007247.99,0007247.99,0007247.99,0007247.99,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.50% GOLDBONDS2025SR-VI      ,SGBNOV25VI,GB,N,0007149.00,0007149.00,0007149.00,0007075.00,0007075.00,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.50% GOLDBONDS2025SR-VII     ,SGBNOV25  ,GB,N,0007299.00,0007287.00,0007287.00,0007287.00,0007287.00,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.50%GOLDBONDS 2025SR-IX      ,SGBNOV25IX,GB,N,0007000.00,0007120.00,0007120.00,0007110.00,0007110.00,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.50%GOLDBONDS 2025TR-VII     ,SGBMAR25  ,GB,N,0007095.00,0007210.00,0007299.99,0007180.00,0007210.13,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.50%GOLDBONDS2025 SR-XII     ,SGBDEC2512,GB,N,0006801.00,0007011.00,0007200.00,0007011.00,0007200.00,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.50%GOLDBONDS2025SR-VIII     ,SGBNOV258 ,GB,N,0007000.00,0007149.00,0007149.00,0007149.00,0007149.00,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.50%GOLDBONDS2025SR-XIII     ,SGBDEC2513,GB,N,0007145.00,0007220.00,0007260.00,0007210.00,0007234.68,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.50%GOLDBONDS2026SR-I        ,SGBMAY26  ,GB,N,0007150.00,0007168.00,0007293.00,0007150.00,0007163.00,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.50%GOLDBONDS2026SR-II       ,SGBOCT26  ,GB,N,0007122.27,0007250.00,0007250.00,0007150.00,0007150.00,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.50%GOLDBONDS2026SR-IV       ,SGBDEC26  ,GB,N,0006903.00,0007124.00,0007298.00,0007124.00,0007296.98,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.50%GOLDBONDS2027SR-I        ,SGBJUN27  ,GB,N,0007093.10,0007050.01,0007225.00,0007050.01,0007225.00,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.50%GOLDBONDS2027SR-II       ,SGBJUL27  ,GB,N,0006953.00,0007146.60,0007230.00,0007146.60,0007230.00,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.50%GOLDBONDS2027SR-III      ,SGBAUG27  ,GB,N,0007236.66,0007236.66,0007300.00,0007236.66,0007281.00,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.50%GOLDBONDS2027SR-IV       ,SGBSEP27  ,GB,N,0007095.00,0007095.00,0007225.00,0007095.00,0007215.00,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
2.50%GOLDBONDS2027SR-V        ,SGBJAN27  ,GB,N,0007099.00,0007200.00,0007225.00,0007200.00,0007225.00,    ,              ,                  ,0000000.00,0000000.00,12-APR-2024,        
