2.5%GOLDBONDS2028SR-III       ,SGBJUN28  ,GB,N,0007471.60,0007525.00,0007529.85,0007471.60,0007506.27,    ,              ,                  ,0000000.00,0000000.00,05-JUL-2024,        
2.5%GOLDBONDS2028SR-VIII      ,SGBN28VIII,GB,N,0007545.00,0007512.10,0007549.00,0007500.00,0007526.25,    ,              ,                  ,0000000.00,0000000.00,05-JUL-2024,        
2.5%GOLDBONDS2029SR-I         ,SGBMAY29I ,GB,N,0007494.41,0007515.00,0007630.00,0007500.00,0007528.21,    ,              ,                  ,0000000.00,0000000.00,05-JUL-2024,        
2.5%GOLDBONDS2029SR-II        ,SGBJUN29II,GB,N,0007500.10,0007549.00,0007600.00,0007549.00,0007600.00,    ,              ,                  ,0000000.00,0000000.00,05-JUL-2024,        
2.5%GOLDBONDS2029SR-III       ,SGBJU29III,GB,N,0007527.50,0007549.90,0007560.00,0007351.00,0007500.14,    ,              ,                  ,0000000.00,0000000.00,05-JUL-2024,        
2.5%GOLDBONDS2029SR-VI        ,SGBSEP29VI,GB,N,0007500.30,0007500.30,0007569.00,0007465.11,0007520.07,    ,              ,                  ,0000000.00,0000000.00,05-JUL-2024,        
2.5%GOLDBONDS2029SR-VII       ,SGBNV29VII,GB,N,0007547.11,0007548.00,0007589.99,0007470.10,0007525.33,    ,              ,                  ,0000000.00,0000000.00,05-JUL-2024,        
2.50% GOLDBONDS2024 TR-VI     ,SGBNOV24  ,GB,N,0007437.91,0007428.90,0007480.00,0007425.00,0007441.00,    ,              ,                  ,0000000.00,0000000.00,05-JUL-2024,        
2.50% GOLDBONDS2025SR-IV      ,SGBOCT25IV,GB,N,0007434.40,0007450.00,0007450.00,0007436.00,0007437.40,    ,              ,                  ,0000000.00,0000000.00,05-JUL-2024,        
2.50% GOLDBONDS2025SR-V       ,SGBOCT25V ,GB,N,0007400.00,0007400.00,0007450.00,0007390.00,0007408.50,    ,              ,                  ,0000000.00,0000000.00,05-JUL-2024,        
2.50% GOLDBONDS2025SR-VII     ,SGBNOV25  ,GB,N,0007321.00,0007500.00,0007599.00,0007500.00,0007599.00,    ,              ,                  ,0000000.00,0000000.00,05-JUL-2024,        
2.50%GOLDBONDS 2025 SR-X      ,SGBDEC25  ,GB,N,0007890.00,0007888.90,0007982.00,0007888.90,0007935.45,    ,              ,                  ,0000000.00,0000000.00,05-JUL-2024,        
2.50%GOLDBONDS 2025TR-VII     ,SGBMAR25  ,GB,N,0007482.00,0007482.00,0007539.99,0007400.00,0007523.00,    ,              ,                  ,0000000.00,0000000.00,05-JUL-2024,        
2.50%GOLDBONDS2025 SR-XII     ,SGBDEC2512,GB,N,0007400.00,0007402.10,0007402.10,0007402.10,0007402.10,    ,              ,                  ,0000000.00,0000000.00,05-JUL-2024,        
2.50%GOLDBONDS2025SR-VIII     ,SGBNOV258 ,GB,N,0007400.00,0007420.10,0007420.10,0007420.10,0007420.10,    ,              ,                  ,0000000.00,0000000.00,05-JUL-2024,        
2.50%GOLDBONDS2026SR-I        ,SGBMAY26  ,GB,N,0007500.00,0007311.00,0007650.00,0007311.00,0007525.00,    ,              ,                  ,0000000.00,0000000.00,05-JUL-2024,        
2.50%GOLDBONDS2026SR-II       ,SGBOCT26  ,GB,N,0007499.99,0007550.00,0007639.00,0007500.00,0007500.00,    ,              ,                  ,0000000.00,0000000.00,05-JUL-2024,        
2.50%GOLDBONDS2026SR-III      ,SGBNOV26  ,GB,N,0007579.95,0007600.00,0007639.00,0007600.00,0007639.00,    ,              ,                  ,0000000.00,0000000.00,05-JUL-2024,        
