Symbol,Series,Name,Band,Remarks
SHAIVAL,ST,Shaival Reality Limited,5,"-"
SHEETAL,SM,Sheetal Universal Limited,5,"-"
SHIGAN,SM,Shigan Quantum Technologies Limited,5,"-"
SHIVAUM,ST,Shiv Aum Steels Limited,5,"-"
SHREEKARNI,ST,Shree Karni Fabcom Limited,5,"-"
SHUBHLAXMI,SM,Shubhlaxmi Jewel Art Limited,5,"-"
SIDDHIKA,SM,Siddhika Coatings Limited,5,"-"
SJLOGISTIC,SM,S J Logistics (India) Limited,5,"-"
SLONE,ST,Slone Infosystems Limited,5,"-"
SMVD,SM,SMVD Poly Pack Limited,5,"-"
SONUINFRA,ST,Sonu Infratech Limited,5,"-"
SOTAC,ST,Sotac Pharmaceuticals Limited,5,"-"
SPECTRUM,SM,Spectrum Electrical Industries Limited,5,"-"
SPRL,ST,Sp Refractories Limited,5,"-"
SSEGL,SM,Sathlokhar Synergys E&C Global Limited,5,"-"
SUPREMEPWR,ST,Supreme Power Equipment Limited,5,"-"
SWARAJ,SM,Swaraj Suiting Limited,5,"-"
TAC,SM,TAC Infosec Limited,5,"-"
TAPIFRUIT,SM,Tapi Fruit Processing Limited,5,"-"
TBI,ST,TBI Corn Limited,5,"-"
TECHLABS,ST,Trident Techlabs Limited,5,"-"
TGL,ST,Teerth Gopicon Limited,5,"-"
TIMESCAN,SM,Timescan Logistics (India) Limited,5,"-"
TIRUPATI,SM,Shree Tirupati Balajee FIBC Limited,5,"-"
TRANSWIND,ST,Transwind Infrastructures Limited,5,"-"
TRUST,ST,Trust Fintech Limited,5,"-"
UWCSL,SM,Ultra Wiring Connectivity System Limited,5,"-"
VASA,ST,Vasa Retail and Overseas Ltd,5,"-"
VDEAL,ST,Vdeal System Limited,5,"-"
VEEKAYEM,SM,Veekayem Fashion And Apparels Limited,5,"-"
VELS,SM,Vels Film International Limited,5,"-"
VERA,SM,Vera Synthetic Limited,5,"-"
VERITAAS,SM,Veritaas Advertising Limited,5,"-"
VERTEXPLUS,ST,Vertexplus Technologies Limited,5,"-"
VILAS,ST,Vilas Transcore Limited,5,"-"
VINYAS,ST,Vinyas Innovative Technologies Limited,5,"-"
VITAL,ST,Vital Chemtech Limited,5,"-"
VIVIANA,ST,Viviana Power Tech Limited,5,"-"
VIVO,SM,Vivo Collaboration Solutions Limited,5,"-"
VMARCIND,SM,V Marc India Limited,5,"-"
VSCL,SM,Vadivarhe Speciality Chemicals Limited,5,"-"
WALPAR,SM,Walpar Nutritions Limited,5,"-"
WOMANCART,ST,Womancart Limited,5,"-"
YUDIZ,ST,Yudiz Solutions Limited,5,"-"
ZTECH,SM,Z-Tech (India) Limited,5,"-"
3RDROCK,IT,3rd Rock Multimedia Limited,10,"-"
ARHAM,SM,Arham Technologies Limited,10,"-"
BDR,IT,BDR Buildcon Limited,10,"-"
CLSL,SM,Crop Life Science Limited,10,"-"
CMNL,SM,Chaman Metallics Limited,10,"-"
DRL,SM,Dhanuka Realty Limited,10,"-"
DRSDILIP,SM,DRS Dilip Roadlines Limited,10,"-"
EMMIL,SM,Energy Mission Machineries (India) Limited,10,"-"
FELIX,SM,Felix Industries Limited,10,"-"
FROG,SM,Frog Cellsat Limited,10,"-"
GIRIRAJ,SM,Giriraj Civil Developers Limited,10,"-"
GIRRESORTS,IT,GIR Natureview Resorts Limited,10,"-"
GRAPHISAD,SM,Graphisads Limited,10,"-"
INSPIRE,SM,Inspire Films Limited,10,"-"
JAINAM,SM,Jainam Ferro Alloys (I) Limited,10,"-"
KONSTELEC,SM,Konstelec Engineers Limited,10,"-"
KTL,SM,Kalahridhaan Trendz Limited,10,"-"
LLOYDS,SM,Lloyds Luxuries Limited,10,"-"
MACOBSTECH,SM,Macobs Technologies Limited,10,"-"
MASON,SM,Mason Infratech Limited,10,"-"
MEDIORG,SM,Medicamen Organics Limited,10,"-"
NAMAN,SM,Naman In-Store (India) Limited,10,"-"
ONDOOR,SM,On Door Concepts Limited,10,"-"
PROV,SM,Proventus Agrocom Limited,10,"-"
QUESTLAB,SM,Quest Laboratories Limited,10,"-"
SABAR,SM,Sabar Flex India Limited,10,"-"
SAHANA,SM,Sahana System Limited,10,"-"
SAROJA,SM,Saroja Pharma Industries India Limited,10,"-"
SILKFLEX,SM,Silkflex Polymers (India) Limited,10,"-"
SOLEX,SM,Solex Energy Limited,10,"-"
SSFL,SM,Srivari Spices And Foods Limited,10,"-"
SYLVANPLY,SM,Sylvan Plyboard (India) Limited,10,"-"
URBAN,SM,Urban Enviro Waste Management Limited,10,"-"
VIAZ,SM,Viaz Tyres Limited,10,"-"
VISHNUINFR,SM,Vishnusurya Projects and Infra Limited,10,"-"
AATMAJ,SM,Aatmaj Healthcare Limited,20,"-"
ABINFRA,SM,A B Infrabuild Limited,20,"-"
ABNINT,IT,A B N Intercorp Limited,20,"-"
ABSMARINE,SM,ABS Marine Services Limited,20,"-"
ACCENTMIC,SM,Accent Microcell Limited,20,"-"
AESTHETIK,SM,Aesthetik Engineers Limited,20,"-"
AKIKO,SM,Akiko Global Services Limited,20,"-"
ALLETEC,SM,All E Technologies Limited,20,"-"
AMBEY,SM,Ambey Laboratories Limited,20,"-"
AMIABLE,SM,Amiable Logistics (India) Limited,20,"-"
AMJUMBO,SM,A and M Jumbo Bags Limited,20,"-"
ANNAPURNA,SM,Annapurna Swadisht Limited,20,"-"
APRAMEYA,SM,Aprameya Engineering Limited,20,"-"
ARABIAN,SM,Arabian Petroleum Limited,20,"-"
ARIHANTACA,SM,Arihant Academy Limited,20,"-"
ARISTO,SM,Aristo Bio-Tech And Lifescience Limited,20,"-"
ASHALOG,SM,Ashapura Logistics Limited,20,"-"
ASPIRE,SM,Aspire & Innovative Advertising Limited,20,"-"
AURDIS,SM,Aurangabad Distillery Limited,20,"-"
AUROIMPEX,SM,Auro Impex & Chemicals Limited,20,"-"
AVPINFRA,SM,AVP Infracon Limited,20,"-"
BABAFP,SM,Baba Food Processing (India) Limited,20,"-"
BALCO,SM,Solve Plastic Products Limited,20,"-"
BAWEJA,SM,Baweja Studios Limited,20,"-"
BEACON,SM,Beacon Trusteeship Limited,20,"-"
BETA,SM,Beta Drugs Limited,20,"-"
BEWLTD,SM,BEW Engineering Limited,20,"-"
BHALCHANDR,IT,Bhalchandram Clothing Limited,20,"-"
BRACEPORT,SM,BRACE PORT LOGISTICS LIMITED,20,"-"
BULKCORP,SM,Bulkcorp International Limited,20,"-"
CBAZAAR,SM,Net Avenue Technologies Limited,20,"-"
CELLPOINT,SM,Cell Point (India) Limited,20,"-"
CHAVDA,SM,Chavda Infra Limited,20,"-"
CHETANA,SM,Chetana Education Limited,20,"-"
COMMITTED,SM,Committed Cargo Care Limited,20,"-"
COOLCAPS,SM,Cool Caps Industries Limited,20,"-"
CRAYONS,SM,Crayons Advertising Limited,20,"-"
DEEM,SM,Deem Roll Tech Limited,20,"-"
DELAPLEX,SM,Delaplex Limited,20,"-"
DENEERS,SM,De Neers Tools Limited,20,"-"
DENTALKART,SM,Vasa Denticity Limited,20,"-"
DHARIWAL,SM,Dhariwalcorp Limited,20,"-"
DKEGL,SM,D.K. Enterprises Global Limited,20,"-"
DOLLEX,SM,Dollex Agrotech Limited,20,"-"
DPEL,SM,Divine Power Energy Limited,20,"-"
DTL,SM,Diensten Tech Limited,20,"-"
DUGLOBAL,SM,DUDIGITAL GLOBAL LIMITED,20,"-"
DURLAX,SM,Durlax Top Surface Limited,20,"-"
EFACTOR,SM,E Factor Experiences Limited,20,"-"
EFORCE,SM,Electro Force (India) Limited,20,"-"
EMKAYTOOLS,SM,Emkay Taps and Cutting Tools Limited,20,"-"
ESPRIT,SM,Esprit Stones Limited,20,"-"
EUROBOND,SM,Euro Panel Products Limited,20,"-"
FALCONTECH,SM,Falcon Technoprojects India Limited,20,"-"
FIDEL,SM,Fidel Softech Limited,20,"-"
FOCE,SM,Foce India Limited,20,"-"
FONEBOX,SM,Fonebox Retail Limited,20,"-"
FORCAS,SM,FORCAS STUDIO LIMITED,20,"-"
GGBL,SM,Ganesh Green Bharat Limited,20,"-"
GLOBALPET,SM,Global Pet Industries Limited,20,"-"
GOLDSTAR,SM,Goldstar Power Limited,20,"-"
GOYALSALT,SM,Goyal Salt Limited,20,"-"
GPECO,SM,GP Eco Solutions India Limited,20,"-"
GREENCHEF,SM,Greenchef Appliances Limited,20,"-"
HIGREEN,SM,Hi-Green Carbon Limited,20,"-"
HOACFOODS,SM,Hoac Foods India Limited,20,"-"
HOLMARC,SM,Holmarc Opto-Mechatronics Limited,20,"-"
IBLFL,SM,IBL Finance Limited,20,"-"
IEML,SM,Indian Emulsifiers Limited,20,"-"
INDIFRA,SM,Indifra Limited,20,"-"
INFINIUM,SM,Infinium Pharmachem Limited,20,"-"
INM,SM,Interiors & More Limited,20,"-"
INNOVANA,SM,Innovana Thinklabs Limited,20,"-"
IPSL,SM,Integrated Personnel Services Limited,20,"-"
ITALIANE,SM,Italian Edibles Limited,20,"-"
JIWANRAM,SM,Jiwanram Sheoduttrai Industries Limited,20,"-"
KANDARP,SM,Kandarp Digi Smart Bpo Limited,20,"-"
KARNIKA,SM,Karnika Industries Limited,20,"-"
KATARIA,SM,Kataria Industries Limited,20,"-"
KEL,SM,Kundan Edifice Limited,20,"-"
KHFM,SM,Khfm Hospitality And Facility Management Services Limited,20,"-"
KLL,SM,Kaushalya Logistics Limited,20,"-"
KOTYARK,SM,Kotyark Industries Limited,20,"-"
LAWSIKHO,SM,Addictive Learning Technology Limited,20,"-"
MADHAVBAUG,SM,Vaidya Sane Ayurved Laboratories Limited,20,"-"
MADHUSUDAN,SM,Madhusudan Masala Limited,20,"-"
MAGSON,SM,Magson Retail And Distribution Limited,20,"-"
MAHICKRA,SM,Mahickra Chemicals Limited,20,"-"
MAL,SM,Mangalam Alloys Limited,20,"-"
MARCO,SM,Marco Cables & Conductors Limited,20,"-"
MARINETRAN,SM,Marinetrans India Limited,20,"-"
MAXPOSURE,SM,Maxposure Limited,20,"-"
MDL,SM,Marvel Decor Limited,20,"-"
MHHL,SM,Mohini Health & Hygiene Limited,20,"-"
MICROPRO,SM,Micropro Software Solutions Limited,20,"-"
MIEL,SM,Manglam Infra & Engineering Limited,20,"-"
MOS,SM,Mos Utility Limited,20,"-"
MVKAGRO,SM,M.V.K. Agro Food Product Limited,20,"-"
MWL,SM,Mangalam Worldwide Limited,20,"-"
NEWJAISA,SM,Newjaisa Technologies Limited,20,"-"
NIDAN,SM,Nidan Laboratories And Healthcare Limited,20,"-"
PARAGON,SM,Paragon Fine and Speciality Chemical Limited,20,"-"
PARTYCRUS,SM,Party Cruisers Limited,20,"-"
PCCL,SM,Petro Carbon and Chemicals Limited,20,"-"
PENTAGON,SM,Pentagon Rubber Limited,20,"-"
PHANTOMFX,SM,Phantom Digital Effects Limited,20,"-"
PLADAINFO,SM,Plada Infotech Services Limited,20,"-"
POLYSIL,SM,Polysil Irrigation Systems Limited,20,"-"
POSITRON,SM,Positron Energy Limited,20,"-"
PPSL,SM,Picturepost Studios Limited,20,"-"
PRECISION,SM,Precision Metaliks Limited,20,"-"
PRESSTONIC,SM,Presstonic Engineering Limited,20,"-"
PRIZOR,SM,Prizor Viztech Limited,20,"-"
PRLIND,SM,Premier Roadlines Limited,20,"-"
PROPEQUITY,SM,P. E. Analytics Limited,20,"-"
PURVFLEXI,SM,Purv Flexipack Limited,20,"-"
QMSMEDI,SM,Qms Medical Allied Services Limited,20,"-"
QUICKTOUCH,SM,Quicktouch Technologies Limited,20,"-"
RADIOWALLA,SM,Radiowalla Network Limited,20,"-"
RAJINDLTD,SM,Rajputana Industries Limited,20,"-"
RBS,SM,Ramdevbaba Solvent Limited,20,"-"
RCDL,SM,Rajgor Castor Derivatives Limited,20,"-"
REMUS,SM,Remus Pharmaceuticals Limited,20,"-"
RITEZONE,SM,Rite Zone Chemcon India Limited,20,"-"
RMDRIP,SM,R M Drip and Sprinklers Systems Limited,20,"-"
RNFI,SM,RNFI Services Limited,20,"-"
ROCKINGDCE,SM,Rockingdeals Circular Economy Limited,20,"-"
ROXHITECH,SM,Rox Hi Tech Limited,20,"-"
SADHAV,SM,Sadhav Shipping Limited,20,"-"
SAHAJ,SM,Sahaj Fashions Limited,20,"-"
SAHAJSOLAR,SM,Sahaj Solar Limited,20,"-"
SANGANI,SM,Sangani Hospitals Limited,20,"-"
SATIPOLY,SM,Sati Poly Plast Limited,20,"-"
SCML,SM,Sharp Chucks and Machines Limited,20,"-"
SERVICE,SM,Service Care Limited,20,"-"
SHANTHALA,SM,Shanthala FMCG Products Limited,20,"-"
SHERA,SM,Shera Energy Limited,20,"-"
SHREEOSFM,SM,Shree OSFM E-Mobility Limited,20,"-"
SHRITECH,SM,Shri Techtex Limited,20,"-"
SIGNORIA,SM,Signoria Creation Limited,20,"-"
SKP,SM,Skp Bearing Industries Limited,20,"-"
SONAMAC,SM,Sona Machinery Limited,20,"-"
SPCL,SM,Shivalic Power Control Limited,20,"-"
SPECTSTM,SM,Spectrum Talent Management Limited,20,"-"
SRIVASAVI,SM,Srivasavi Adhesive Tapes Limited,20,"-"
SUNLITE,SM,Sunlite Recycling Industries Limited,20,"-"
SUNREST,SM,Sunrest Lifescience Limited,20,"-"
SURANI,SM,Surani Steel Tubes Limited,20,"-"
SWASTIK,SM,Swastik Pipe Limited,20,"-"
SYNOPTICS,SM,Synoptics Technologies Limited,20,"-"
SYSTANGO,SM,Systango Technologies Limited,20,"-"
TCL,SM,Thaai Casting Limited,20,"-"
TRANSTEEL,SM,Transteel Seating Technologies Limited,20,"-"
TRIDHYA,SM,Tridhya Tech Limited,20,"-"
TROM,SM,Trom Industries Limited,20,"-"
TUNWAL,SM,Tunwal E-Motors Limited,20,"-"
UCL,SM,Ushanti Colour Chem Limited,20,"-"
UMA,SM,Uma Converter Limited,20,"-"
UNIHEALTH,SM,Unihealth Consultancy Limited,20,"-"
USASEEDS,SM,Upsurge Seeds Of Agriculture Limited,20,"-"
UTSSAV,SM,Utssav CZ Gold Jewels Limited,20,"-"
VILINBIO,SM,Vilin Bio Med Limited,20,"-"
VINSYS,SM,Vinsys It Services India Limited,20,"-"
VISAMAN,SM,Visaman Global Sales Limited,20,"-"
VISHWAS,SM,Vishwas Agri Seeds Limited,20,"-"
VLINFRA,SM,V.L.Infraprojects Limited,20,"-"
VR,SM,V R Infraspace Limited,20,"-"
WINNY,SM,Winny Immigration & Education Services Limited,20,"-"
WINSOL,SM,Winsol Engineers Limited,20,"-"
WTICAB,SM,Wise Travel India Limited,20,"-"
YASHOPTICS,SM,Yash Optics & Lens Limited,20,"-"
YCCL,SM,Yasons Chemex Care Limited,20,"-"
ZEAL,SM,Zeal Global Services Limited,20,"-"
ZENITHDRUG,SM,Zenith Drugs Limited,20,"-"
